Running build/bin/traccc_seq_example_cuda tml_detector/trackml-detector.csv tml_pixels/ 1
Starting CUDA clusterization.
Number of modules: 3859
TIME TAKEN FOR CCL CLUSTERISATION: 0.043409s
After: Module: 755, Clusters in module: 24, Cell 0, Point (179, 118) belongs to cluster 1. Activation: 0.032330
After: Module: 755, Clusters in module: 24, Cell 792, Point (165, 1134) belongs to cluster 20. Activation: 0.056253
After: Module: 755, Clusters in module: 24, Cell 793, Point (332, 1134) belongs to cluster 21. Activation: 0.056254
After: Module: 755, Clusters in module: 24, Cell 794, Point (165, 1135) belongs to cluster 20. Activation: 0.056249
After: Module: 755, Clusters in module: 24, Cell 795, Point (332, 1135) belongs to cluster 21. Activation: 0.056250
After: Module: 755, Clusters in module: 24, Cell 796, Point (165, 1136) belongs to cluster 20. Activation: 0.056253
After: Module: 755, Clusters in module: 24, Cell 797, Point (332, 1136) belongs to cluster 21. Activation: 0.056254
After: Module: 755, Clusters in module: 24, Cell 798, Point (165, 1137) belongs to cluster 20. Activation: 0.056249
After: Module: 755, Clusters in module: 24, Cell 799, Point (332, 1137) belongs to cluster 21. Activation: 0.056250
After: Module: 755, Clusters in module: 24, Cell 800, Point (332, 1138) belongs to cluster 21. Activation: 0.056254
After: Module: 755, Clusters in module: 24, Cell 801, Point (165, 1138) belongs to cluster 20. Activation: 0.056253
After: Module: 755, Clusters in module: 24, Cell 802, Point (332, 1139) belongs to cluster 21. Activation: 0.056254
After: Module: 755, Clusters in module: 24, Cell 803, Point (165, 1139) belongs to cluster 20. Activation: 0.018322
After: Module: 755, Clusters in module: 24, Cell 804, Point (332, 1140) belongs to cluster 21. Activation: 0.056254
After: Module: 755, Clusters in module: 24, Cell 805, Point (332, 1141) belongs to cluster 21. Activation: 0.056246
After: Module: 755, Clusters in module: 24, Cell 806, Point (332, 1142) belongs to cluster 21. Activation: 0.056254
After: Module: 755, Clusters in module: 24, Cell 807, Point (332, 1143) belongs to cluster 21. Activation: 0.038348
After: Module: 755, Clusters in module: 24, Cell 808, Point (48, 1151) belongs to cluster 22. Activation: 0.031303
After: Module: 755, Clusters in module: 24, Cell 809, Point (49, 1152) belongs to cluster 22. Activation: 0.050383
After: Module: 755, Clusters in module: 24, Cell 810, Point (49, 1153) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 811, Point (49, 1154) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 812, Point (49, 1155) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 813, Point (49, 1156) belongs to cluster 22. Activation: 0.056287
After: Module: 755, Clusters in module: 24, Cell 814, Point (49, 1157) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 815, Point (49, 1158) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 816, Point (49, 1159) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 817, Point (49, 1160) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 818, Point (49, 1161) belongs to cluster 22. Activation: 0.056287
After: Module: 755, Clusters in module: 24, Cell 819, Point (49, 1162) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 820, Point (49, 1163) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 821, Point (49, 1164) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 822, Point (49, 1165) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 823, Point (49, 1166) belongs to cluster 22. Activation: 0.056287
After: Module: 755, Clusters in module: 24, Cell 824, Point (49, 1167) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 825, Point (49, 1168) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 826, Point (49, 1169) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 827, Point (49, 1170) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 828, Point (49, 1171) belongs to cluster 22. Activation: 0.056287
After: Module: 755, Clusters in module: 24, Cell 829, Point (49, 1172) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 830, Point (49, 1173) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 831, Point (50, 1174) belongs to cluster 22. Activation: 0.015752
After: Module: 755, Clusters in module: 24, Cell 832, Point (49, 1174) belongs to cluster 22. Activation: 0.040543
After: Module: 755, Clusters in module: 24, Cell 833, Point (50, 1175) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 834, Point (50, 1176) belongs to cluster 22. Activation: 0.056287
After: Module: 755, Clusters in module: 24, Cell 835, Point (50, 1177) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 836, Point (50, 1178) belongs to cluster 22. Activation: 0.056295
After: Module: 755, Clusters in module: 24, Cell 837, Point (272, 1191) belongs to cluster 23. Activation: 0.029679
After: Module: 755, Clusters in module: 24, Cell 838, Point (272, 1192) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 839, Point (272, 1193) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 840, Point (272, 1194) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 841, Point (272, 1195) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 842, Point (272, 1196) belongs to cluster 23. Activation: 0.056244
After: Module: 755, Clusters in module: 24, Cell 843, Point (272, 1197) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 844, Point (272, 1198) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 845, Point (272, 1199) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 846, Point (272, 1200) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 847, Point (272, 1201) belongs to cluster 23. Activation: 0.056244
After: Module: 755, Clusters in module: 24, Cell 848, Point (272, 1202) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 849, Point (272, 1203) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 850, Point (272, 1204) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 851, Point (272, 1205) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 852, Point (272, 1206) belongs to cluster 23. Activation: 0.056244
After: Module: 755, Clusters in module: 24, Cell 853, Point (272, 1207) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 854, Point (272, 1208) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 855, Point (272, 1209) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 856, Point (272, 1210) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 857, Point (272, 1211) belongs to cluster 23. Activation: 0.056244
After: Module: 755, Clusters in module: 24, Cell 858, Point (272, 1212) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 859, Point (272, 1213) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 860, Point (272, 1214) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 861, Point (272, 1215) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 862, Point (272, 1216) belongs to cluster 23. Activation: 0.056244
After: Module: 755, Clusters in module: 24, Cell 863, Point (272, 1217) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 864, Point (272, 1218) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 865, Point (272, 1219) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 866, Point (272, 1220) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 867, Point (272, 1221) belongs to cluster 23. Activation: 0.056244
After: Module: 755, Clusters in module: 24, Cell 868, Point (272, 1222) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 869, Point (272, 1223) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 870, Point (272, 1224) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 871, Point (272, 1225) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 872, Point (272, 1226) belongs to cluster 23. Activation: 0.056244
After: Module: 755, Clusters in module: 24, Cell 873, Point (272, 1227) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 874, Point (272, 1228) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 875, Point (272, 1229) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 876, Point (272, 1230) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 877, Point (272, 1231) belongs to cluster 23. Activation: 0.056244
After: Module: 755, Clusters in module: 24, Cell 878, Point (272, 1232) belongs to cluster 23. Activation: 0.056252
After: Module: 755, Clusters in module: 24, Cell 879, Point (272, 1233) belongs to cluster 23. Activation: 0.027123
After: Module: 755, Clusters in module: 24, Cell 880, Point (84, 1238) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 881, Point (84, 1239) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 882, Point (84, 1240) belongs to cluster 24. Activation: 0.043175
After: Module: 755, Clusters in module: 24, Cell 883, Point (85, 1240) belongs to cluster 24. Activation: 0.013081
After: Module: 755, Clusters in module: 24, Cell 884, Point (85, 1241) belongs to cluster 24. Activation: 0.056248
After: Module: 755, Clusters in module: 24, Cell 885, Point (85, 1242) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 886, Point (85, 1243) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 887, Point (85, 1244) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 888, Point (85, 1245) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 889, Point (85, 1246) belongs to cluster 24. Activation: 0.056248
After: Module: 755, Clusters in module: 24, Cell 890, Point (85, 1247) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 891, Point (85, 1248) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 892, Point (85, 1249) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 893, Point (85, 1250) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 894, Point (85, 1251) belongs to cluster 24. Activation: 0.056248
After: Module: 755, Clusters in module: 24, Cell 895, Point (85, 1252) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 896, Point (85, 1253) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 897, Point (85, 1254) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 898, Point (85, 1255) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 899, Point (85, 1256) belongs to cluster 24. Activation: 0.056248
After: Module: 755, Clusters in module: 24, Cell 900, Point (85, 1257) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 901, Point (85, 1258) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 902, Point (85, 1259) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 903, Point (85, 1260) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 904, Point (85, 1261) belongs to cluster 24. Activation: 0.056248
After: Module: 755, Clusters in module: 24, Cell 905, Point (85, 1262) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 906, Point (85, 1263) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 907, Point (85, 1264) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 908, Point (85, 1265) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 909, Point (85, 1266) belongs to cluster 24. Activation: 0.056248
After: Module: 755, Clusters in module: 24, Cell 910, Point (85, 1267) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 911, Point (85, 1268) belongs to cluster 24. Activation: 0.056256
After: Module: 755, Clusters in module: 24, Cell 912, Point (85, 1269) belongs to cluster 24. Activation: 0.016852
event 0
 number of seeds (cpu): 5196
 number of seeds (cuda): 5195
 measurements matching rate: 0.999756
 spacepoint matching rate: 0.985641
 seed matching rate: 0.963433
 track parameters matching rate: 0.999615
==> Statistics ... 
- read    36911 spacepoints from 3859 modules
- created        199547 cells           
- created        36911 meaurements     
- created        36911 spacepoints     
- created (cuda) 36907 spacepoints     
- created (cpu)  5196 seeds
- created (cuda) 5195 seeds
==> Elpased time ... 
wall time           3.45801   
file reading (cpu)        2.52104   
clusterization_time (cpu) 0.315554  
spacepoint_formation_time (cpu) 0.00130777
clusterization and sp formation (cuda) 0.133175  
seeding_time (cpu)        0.237147  
seeding_time (cuda)       0.0146716 
tr_par_esti_time (cpu)    0.00248994
tr_par_esti_time (cuda)   0.000367555
