Running build/bin/traccc_seq_example_cuda tml_detector/trackml-detector.csv tml_pixels/ 1
Starting CUDA clusterization.
Number of modules: 3859
Idx: 2496, i.e. (39, 0): Cell position: (78, 994) activation: 0.050836
Idx: 909, i.e. (14, 13): Cell position: (238, 1176) activation: 0.056244
Idx: 910, i.e. (14, 14): Cell position: (14, 1160) activation: 0.056290
Idx: 918, i.e. (14, 22): Cell position: (53, 1164) activation: 0.056271
Idx: 942, i.e. (14, 46): Cell position: (24, 999) activation: 0.056272
Idx: 943, i.e. (14, 47): Cell position: (14, 1033) activation: 0.056267
Idx: 946, i.e. (14, 50): Cell position: (312, 1264) activation: 0.056253
Idx: 957, i.e. (14, 61): Cell position: (82, 1179) activation: 0.056262
Idx: 755, i.e. (11, 51): Cell position: (49, 1172) activation: 0.056295
Idx: 800, i.e. (12, 32): Cell position: (263, 1149) activation: 0.056252
Idx: 803, i.e. (12, 35): Cell position: (160, 1271) activation: 0.056252
Idx: 783, i.e. (12, 15): Cell position: (244, 992) activation: 0.017743
Idx: 789, i.e. (12, 21): Cell position: (29, 1235) activation: 0.056289
Idx: 909, i.e. (14, 13): Cell position: (238, 1177) activation: 0.056252
Idx: 910, i.e. (14, 14): Cell position: (14, 1161) activation: 0.056283
Idx: 918, i.e. (14, 22): Cell position: (53, 1165) activation: 0.056271
Idx: 942, i.e. (14, 46): Cell position: (24, 1000) activation: 0.056269
Idx: 943, i.e. (14, 47): Cell position: (14, 1034) activation: 0.014161
Idx: 946, i.e. (14, 50): Cell position: (297, 1264) activation: 0.056252
Idx: 957, i.e. (14, 61): Cell position: (82, 1180) activation: 0.056262
Idx: 755, i.e. (11, 51): Cell position: (49, 1173) activation: 0.056295
Idx: 800, i.e. (12, 32): Cell position: (263, 1150) activation: 0.056252
Idx: 803, i.e. (12, 35): Cell position: (160, 1272) activation: 0.056259
Idx: 783, i.e. (12, 15): Cell position: (245, 993) activation: 0.056254
Idx: 789, i.e. (12, 21): Cell position: (29, 1236) activation: 0.056281
Idx: 755, i.e. (11, 51): Cell position: (50, 1174) activation: 0.015752
Idx: 909, i.e. (14, 13): Cell position: (238, 1178) activation: 0.056252
Idx: 910, i.e. (14, 14): Cell position: (14, 1162) activation: 0.056290
Idx: 918, i.e. (14, 22): Cell position: (53, 1166) activation: 0.056264
Idx: 942, i.e. (14, 46): Cell position: (24, 1001) activation: 0.056272
Idx: 943, i.e. (14, 47): Cell position: (273, 1075) activation: 0.045532
Idx: 946, i.e. (14, 50): Cell position: (312, 1265) activation: 0.056253
Idx: 957, i.e. (14, 61): Cell position: (82, 1181) activation: 0.056254
Idx: 800, i.e. (12, 32): Cell position: (263, 1151) activation: 0.056245
Idx: 803, i.e. (12, 35): Cell position: (160, 1273) activation: 0.056259
Idx: 783, i.e. (12, 15): Cell position: (245, 994) activation: 0.056254
Idx: 789, i.e. (12, 21): Cell position: (29, 1237) activation: 0.056289
Idx: 755, i.e. (11, 51): Cell position: (49, 1174) activation: 0.040543
Idx: 909, i.e. (14, 13): Cell position: (238, 1179) activation: 0.056252
Idx: 910, i.e. (14, 14): Cell position: (14, 1163) activation: 0.056290
Idx: 918, i.e. (14, 22): Cell position: (53, 1167) activation: 0.056271
Idx: 942, i.e. (14, 46): Cell position: (24, 1002) activation: 0.056269
Idx: 943, i.e. (14, 47): Cell position: (273, 1076) activation: 0.056253
Idx: 946, i.e. (14, 50): Cell position: (297, 1265) activation: 0.056252
Idx: 957, i.e. (14, 61): Cell position: (82, 1182) activation: 0.056262
Idx: 800, i.e. (12, 32): Cell position: (263, 1152) activation: 0.056252
Idx: 803, i.e. (12, 35): Cell position: (160, 1274) activation: 0.056259
Idx: 783, i.e. (12, 15): Cell position: (245, 995) activation: 0.056251
Idx: 789, i.e. (12, 21): Cell position: (29, 1238) activation: 0.019008
Idx: 755, i.e. (11, 51): Cell position: (50, 1175) activation: 0.056295
Idx: 909, i.e. (14, 13): Cell position: (238, 1180) activation: 0.056252
Idx: 910, i.e. (14, 14): Cell position: (14, 1164) activation: 0.056290
Idx: 918, i.e. (14, 22): Cell position: (53, 1168) activation: 0.056271
Idx: 942, i.e. (14, 46): Cell position: (24, 1003) activation: 0.056272
Idx: 943, i.e. (14, 47): Cell position: (273, 1077) activation: 0.056249
Idx: 946, i.e. (14, 50): Cell position: (312, 1266) activation: 0.056245
Idx: 957, i.e. (14, 61): Cell position: (82, 1183) activation: 0.056262
Idx: 800, i.e. (12, 32): Cell position: (263, 1153) activation: 0.056252
Idx: 803, i.e. (12, 35): Cell position: (160, 1275) activation: 0.056259
Idx: 783, i.e. (12, 15): Cell position: (245, 996) activation: 0.056254
Idx: 755, i.e. (11, 51): Cell position: (50, 1176) activation: 0.056287
Idx: 800, i.e. (12, 32): Cell position: (263, 1154) activation: 0.056252
Idx: 803, i.e. (12, 35): Cell position: (160, 1276) activation: 0.056252
Idx: 909, i.e. (14, 13): Cell position: (238, 1181) activation: 0.056244
Idx: 910, i.e. (14, 14): Cell position: (14, 1165) activation: 0.056290
Idx: 918, i.e. (14, 22): Cell position: (53, 1169) activation: 0.056271
Idx: 942, i.e. (14, 46): Cell position: (24, 1004) activation: 0.056272
Idx: 943, i.e. (14, 47): Cell position: (273, 1078) activation: 0.056253
Idx: 946, i.e. (14, 50): Cell position: (297, 1266) activation: 0.056245
Idx: 957, i.e. (14, 61): Cell position: (82, 1184) activation: 0.056262
Idx: 783, i.e. (12, 15): Cell position: (245, 997) activation: 0.056251
Idx: 755, i.e. (11, 51): Cell position: (50, 1177) activation: 0.056295
Idx: 800, i.e. (12, 32): Cell position: (19, 1154) activation: 0.033642
Idx: 803, i.e. (12, 35): Cell position: (160, 1277) activation: 0.056259
Idx: 783, i.e. (12, 15): Cell position: (245, 998) activation: 0.056254
Idx: 909, i.e. (14, 13): Cell position: (238, 1182) activation: 0.056252
Idx: 910, i.e. (14, 14): Cell position: (14, 1166) activation: 0.056283
Idx: 918, i.e. (14, 22): Cell position: (53, 1170) activation: 0.056271
Idx: 942, i.e. (14, 46): Cell position: (59, 1005) activation: 0.025552
Idx: 943, i.e. (14, 47): Cell position: (273, 1079) activation: 0.056253
Idx: 946, i.e. (14, 50): Cell position: (312, 1267) activation: 0.056253
Idx: 957, i.e. (14, 61): Cell position: (82, 1185) activation: 0.056262
Idx: 755, i.e. (11, 51): Cell position: (50, 1178) activation: 0.056295
Idx: 800, i.e. (12, 32): Cell position: (314, 1154) activation: 0.013956
Idx: 803, i.e. (12, 35): Cell position: (160, 1278) activation: 0.056259
Idx: 783, i.e. (12, 15): Cell position: (245, 999) activation: 0.056254
Idx: 909, i.e. (14, 13): Cell position: (238, 1183) activation: 0.056252
Idx: 910, i.e. (14, 14): Cell position: (14, 1167) activation: 0.056290
Idx: 918, i.e. (14, 22): Cell position: (53, 1171) activation: 0.056264
Idx: 942, i.e. (14, 46): Cell position: (24, 1005) activation: 0.056269
Idx: 943, i.e. (14, 47): Cell position: (273, 1080) activation: 0.056249
Idx: 946, i.e. (14, 50): Cell position: (297, 1267) activation: 0.056252
Idx: 957, i.e. (14, 61): Cell position: (82, 1186) activation: 0.056254
Idx: 755, i.e. (11, 51): Cell position: (272, 1191) activation: 0.029679
Idx: 800, i.e. (12, 32): Cell position: (315, 1154) activation: 0.034834
Idx: 783, i.e. (12, 15): Cell position: (245, 1000) activation: 0.056251
Idx: 909, i.e. (14, 13): Cell position: (238, 1184) activation: 0.056252
Idx: 910, i.e. (14, 14): Cell position: (14, 1168) activation: 0.056290
Idx: 918, i.e. (14, 22): Cell position: (53, 1172) activation: 0.056271
Idx: 942, i.e. (14, 46): Cell position: (24, 1006) activation: 0.056272
Idx: 943, i.e. (14, 47): Cell position: (273, 1081) activation: 0.056253
Idx: 946, i.e. (14, 50): Cell position: (297, 1268) activation: 0.056252
Idx: 957, i.e. (14, 61): Cell position: (82, 1187) activation: 0.056262
Idx: 755, i.e. (11, 51): Cell position: (272, 1192) activation: 0.056252
Idx: 800, i.e. (12, 32): Cell position: (18, 1154) activation: 0.022640
Idx: 783, i.e. (12, 15): Cell position: (245, 1001) activation: 0.056254
Idx: 909, i.e. (14, 13): Cell position: (238, 1185) activation: 0.056252
Idx: 910, i.e. (14, 14): Cell position: (14, 1169) activation: 0.056290
Idx: 918, i.e. (14, 22): Cell position: (53, 1173) activation: 0.056271
Idx: 942, i.e. (14, 46): Cell position: (59, 1006) activation: 0.056265
Idx: 943, i.e. (14, 47): Cell position: (273, 1082) activation: 0.056249
Idx: 946, i.e. (14, 50): Cell position: (312, 1268) activation: 0.056253
Idx: 957, i.e. (14, 61): Cell position: (82, 1188) activation: 0.056262
Idx: 755, i.e. (11, 51): Cell position: (272, 1193) activation: 0.056252
Idx: 800, i.e. (12, 32): Cell position: (314, 1155) activation: 0.056269
Idx: 783, i.e. (12, 15): Cell position: (245, 1002) activation: 0.056251
Idx: 909, i.e. (14, 13): Cell position: (238, 1186) activation: 0.056244
Idx: 910, i.e. (14, 14): Cell position: (14, 1170) activation: 0.056290
Idx: 918, i.e. (14, 22): Cell position: (53, 1174) activation: 0.038745
Idx: 942, i.e. (14, 46): Cell position: (59, 1007) activation: 0.056261
Idx: 943, i.e. (14, 47): Cell position: (273, 1083) activation: 0.056253
Idx: 946, i.e. (14, 50): Cell position: (312, 1269) activation: 0.022447
Idx: 957, i.e. (14, 61): Cell position: (82, 1189) activation: 0.056262
Idx: 755, i.e. (11, 51): Cell position: (272, 1194) activation: 0.056252
Idx: 800, i.e. (12, 32): Cell position: (263, 1155) activation: 0.056252
Idx: 783, i.e. (12, 15): Cell position: (245, 1003) activation: 0.056254
Idx: 909, i.e. (14, 13): Cell position: (6, 1206) activation: 0.026629
Idx: 910, i.e. (14, 14): Cell position: (14, 1171) activation: 0.056283
Idx: 918, i.e. (14, 22): Cell position: (75, 1246) activation: 0.025563
Idx: 942, i.e. (14, 46): Cell position: (24, 1007) activation: 0.056269
Idx: 943, i.e. (14, 47): Cell position: (273, 1084) activation: 0.056253
Idx: 946, i.e. (14, 50): Cell position: (297, 1269) activation: 0.056252
Idx: 957, i.e. (14, 61): Cell position: (82, 1190) activation: 0.056262
Idx: 755, i.e. (11, 51): Cell position: (272, 1195) activation: 0.056252
Idx: 800, i.e. (12, 32): Cell position: (19, 1155) activation: 0.056281
Idx: 783, i.e. (12, 15): Cell position: (245, 1004) activation: 0.056254
Idx: 909, i.e. (14, 13): Cell position: (6, 1207) activation: 0.056337
Idx: 910, i.e. (14, 14): Cell position: (13, 1172) activation: 0.045421
Idx: 918, i.e. (14, 22): Cell position: (75, 1247) activation: 0.056317
Idx: 942, i.e. (14, 46): Cell position: (24, 1008) activation: 0.056272
Idx: 943, i.e. (14, 47): Cell position: (273, 1085) activation: 0.056249
Idx: 946, i.e. (14, 50): Cell position: (297, 1270) activation: 0.056252
Idx: 957, i.e. (14, 61): Cell position: (82, 1191) activation: 0.056254
Idx: 755, i.e. (11, 51): Cell position: (272, 1196) activation: 0.056244
Idx: 800, i.e. (12, 32): Cell position: (314, 1156) activation: 0.056261
Idx: 783, i.e. (12, 15): Cell position: (245, 1005) activation: 0.056251
Idx: 909, i.e. (14, 13): Cell position: (6, 1208) activation: 0.056337
Idx: 910, i.e. (14, 14): Cell position: (14, 1172) activation: 0.010869
Idx: 918, i.e. (14, 22): Cell position: (75, 1248) activation: 0.056317
Idx: 942, i.e. (14, 46): Cell position: (59, 1008) activation: 0.056265
Idx: 943, i.e. (14, 47): Cell position: (273, 1086) activation: 0.056253
Idx: 946, i.e. (14, 50): Cell position: (297, 1271) activation: 0.056245
Idx: 957, i.e. (14, 61): Cell position: (82, 1192) activation: 0.056262
Idx: 755, i.e. (11, 51): Cell position: (272, 1197) activation: 0.056252
Idx: 800, i.e. (12, 32): Cell position: (19, 1156) activation: 0.056274
Idx: 783, i.e. (12, 15): Cell position: (245, 1006) activation: 0.056254
Idx: 909, i.e. (14, 13): Cell position: (6, 1209) activation: 0.056337
Idx: 910, i.e. (14, 14): Cell position: (13, 1173) activation: 0.056290
Idx: 918, i.e. (14, 22): Cell position: (75, 1249) activation: 0.056317
Idx: 942, i.e. (14, 46): Cell position: (24, 1009) activation: 0.056272
Idx: 943, i.e. (14, 47): Cell position: (273, 1087) activation: 0.056249
Idx: 946, i.e. (14, 50): Cell position: (297, 1272) activation: 0.056252
Idx: 957, i.e. (14, 61): Cell position: (82, 1193) activation: 0.056262
Idx: 755, i.e. (11, 51): Cell position: (272, 1198) activation: 0.056252
Idx: 800, i.e. (12, 32): Cell position: (263, 1156) activation: 0.056245
Idx: 783, i.e. (12, 15): Cell position: (245, 1007) activation: 0.056251
Idx: 909, i.e. (14, 13): Cell position: (6, 1210) activation: 0.056337
Idx: 910, i.e. (14, 14): Cell position: (13, 1174) activation: 0.056290
Idx: 918, i.e. (14, 22): Cell position: (75, 1250) activation: 0.056317
Idx: 942, i.e. (14, 46): Cell position: (59, 1009) activation: 0.056265
Idx: 943, i.e. (14, 47): Cell position: (273, 1088) activation: 0.056253
Idx: 946, i.e. (14, 50): Cell position: (297, 1273) activation: 0.056252
Idx: 957, i.e. (14, 61): Cell position: (82, 1194) activation: 0.056262
Idx: 755, i.e. (11, 51): Cell position: (272, 1199) activation: 0.056252
Idx: 800, i.e. (12, 32): Cell position: (263, 1157) activation: 0.056252
Idx: 783, i.e. (12, 15): Cell position: (245, 1008) activation: 0.056254
Idx: 755, i.e. (11, 51): Cell position: (272, 1200) activation: 0.056252
Idx: 909, i.e. (14, 13): Cell position: (6, 1211) activation: 0.056329
Idx: 910, i.e. (14, 14): Cell position: (13, 1175) activation: 0.056290
Idx: 918, i.e. (14, 22): Cell position: (75, 1251) activation: 0.056310
Idx: 942, i.e. (14, 46): Cell position: (59, 1010) activation: 0.056261
Idx: 943, i.e. (14, 47): Cell position: (273, 1089) activation: 0.056253
Idx: 946, i.e. (14, 50): Cell position: (297, 1274) activation: 0.056252
Idx: 957, i.e. (14, 61): Cell position: (82, 1195) activation: 0.056262
Idx: 800, i.e. (12, 32): Cell position: (314, 1157) activation: 0.056269
Idx: 783, i.e. (12, 15): Cell position: (304, 1051) activation: 0.047860
Idx: 755, i.e. (11, 51): Cell position: (272, 1201) activation: 0.056244
Idx: 909, i.e. (14, 13): Cell position: (6, 1212) activation: 0.056337
Idx: 910, i.e. (14, 14): Cell position: (13, 1176) activation: 0.056283
Idx: 918, i.e. (14, 22): Cell position: (75, 1252) activation: 0.056317
Idx: 942, i.e. (14, 46): Cell position: (24, 1010) activation: 0.056269
Idx: 943, i.e. (14, 47): Cell position: (273, 1090) activation: 0.056249
Idx: 946, i.e. (14, 50): Cell position: (297, 1275) activation: 0.056252
Idx: 957, i.e. (14, 61): Cell position: (82, 1196) activation: 0.056254
Idx: 800, i.e. (12, 32): Cell position: (19, 1157) activation: 0.056281
Idx: 783, i.e. (12, 15): Cell position: (304, 1052) activation: 0.056249
Idx: 755, i.e. (11, 51): Cell position: (272, 1202) activation: 0.056252
Idx: 909, i.e. (14, 13): Cell position: (6, 1213) activation: 0.019557
Idx: 910, i.e. (14, 14): Cell position: (13, 1177) activation: 0.056290
Idx: 918, i.e. (14, 22): Cell position: (75, 1253) activation: 0.056317
Idx: 942, i.e. (14, 46): Cell position: (59, 1011) activation: 0.056265
Idx: 943, i.e. (14, 47): Cell position: (273, 1091) activation: 0.056253
Idx: 946, i.e. (14, 50): Cell position: (297, 1276) activation: 0.056245
Idx: 957, i.e. (14, 61): Cell position: (82, 1197) activation: 0.056262
Idx: 800, i.e. (12, 32): Cell position: (263, 1158) activation: 0.041680
Idx: 783, i.e. (12, 15): Cell position: (304, 1053) activation: 0.056253
Idx: 755, i.e. (11, 51): Cell position: (272, 1203) activation: 0.056252
Idx: 909, i.e. (14, 13): Cell position: (5, 1213) activation: 0.036779
Idx: 910, i.e. (14, 14): Cell position: (13, 1178) activation: 0.056290
Idx: 918, i.e. (14, 22): Cell position: (75, 1254) activation: 0.056317
Idx: 942, i.e. (14, 46): Cell position: (24, 1011) activation: 0.056272
Idx: 943, i.e. (14, 47): Cell position: (273, 1092) activation: 0.056249
Idx: 946, i.e. (14, 50): Cell position: (297, 1277) activation: 0.056252
Idx: 957, i.e. (14, 61): Cell position: (82, 1198) activation: 0.056262
Idx: 800, i.e. (12, 32): Cell position: (314, 1158) activation: 0.056269
Idx: 783, i.e. (12, 15): Cell position: (304, 1054) activation: 0.056253
Idx: 755, i.e. (11, 51): Cell position: (272, 1204) activation: 0.056252
Idx: 909, i.e. (14, 13): Cell position: (5, 1214) activation: 0.056337
Idx: 910, i.e. (14, 14): Cell position: (13, 1179) activation: 0.056290
Idx: 918, i.e. (14, 22): Cell position: (75, 1255) activation: 0.056317
Idx: 942, i.e. (14, 46): Cell position: (59, 1012) activation: 0.056261
Idx: 943, i.e. (14, 47): Cell position: (273, 1093) activation: 0.056253
Idx: 946, i.e. (14, 50): Cell position: (297, 1278) activation: 0.056252
Idx: 957, i.e. (14, 61): Cell position: (82, 1199) activation: 0.056262
Idx: 800, i.e. (12, 32): Cell position: (19, 1158) activation: 0.056281
Idx: 783, i.e. (12, 15): Cell position: (304, 1055) activation: 0.056249
Idx: 755, i.e. (11, 51): Cell position: (272, 1205) activation: 0.056252
Idx: 909, i.e. (14, 13): Cell position: (5, 1215) activation: 0.056337
Idx: 910, i.e. (14, 14): Cell position: (13, 1180) activation: 0.013018
Idx: 918, i.e. (14, 22): Cell position: (75, 1256) activation: 0.056310
Idx: 942, i.e. (14, 46): Cell position: (24, 1012) activation: 0.056269
Idx: 943, i.e. (14, 47): Cell position: (273, 1094) activation: 0.056253
Idx: 957, i.e. (14, 61): Cell position: (82, 1200) activation: 0.056262
Idx: 800, i.e. (12, 32): Cell position: (19, 1159) activation: 0.056281
Idx: 783, i.e. (12, 15): Cell position: (304, 1056) activation: 0.056253
Idx: 755, i.e. (11, 51): Cell position: (272, 1206) activation: 0.056244
Idx: 909, i.e. (14, 13): Cell position: (5, 1216) activation: 0.056329
Idx: 910, i.e. (14, 14): Cell position: (133, 1181) activation: 0.056250
Idx: 918, i.e. (14, 22): Cell position: (75, 1257) activation: 0.056317
Idx: 942, i.e. (14, 46): Cell position: (24, 1013) activation: 0.056272
Idx: 943, i.e. (14, 47): Cell position: (273, 1095) activation: 0.056249
Idx: 957, i.e. (14, 61): Cell position: (82, 1201) activation: 0.056254
Idx: 800, i.e. (12, 32): Cell position: (314, 1159) activation: 0.056269
Idx: 783, i.e. (12, 15): Cell position: (304, 1057) activation: 0.056249
Idx: 755, i.e. (11, 51): Cell position: (272, 1207) activation: 0.056252
Idx: 909, i.e. (14, 13): Cell position: (5, 1217) activation: 0.056337
Idx: 910, i.e. (14, 14): Cell position: (133, 1182) activation: 0.056257
Idx: 918, i.e. (14, 22): Cell position: (75, 1258) activation: 0.056315
Idx: 942, i.e. (14, 46): Cell position: (59, 1013) activation: 0.056265
Idx: 943, i.e. (14, 47): Cell position: (273, 1096) activation: 0.056253
Idx: 957, i.e. (14, 61): Cell position: (82, 1202) activation: 0.056262
Idx: 800, i.e. (12, 32): Cell position: (314, 1160) activation: 0.056269
Idx: 783, i.e. (12, 15): Cell position: (304, 1058) activation: 0.056253
Idx: 755, i.e. (11, 51): Cell position: (272, 1208) activation: 0.056252
Idx: 909, i.e. (14, 13): Cell position: (5, 1218) activation: 0.056337
Idx: 910, i.e. (14, 14): Cell position: (133, 1183) activation: 0.056257
Idx: 918, i.e. (14, 22): Cell position: (74, 1259) activation: 0.056317
Idx: 942, i.e. (14, 46): Cell position: (24, 1014) activation: 0.056272
Idx: 943, i.e. (14, 47): Cell position: (273, 1097) activation: 0.056249
Idx: 957, i.e. (14, 61): Cell position: (82, 1203) activation: 0.056262
Idx: 800, i.e. (12, 32): Cell position: (19, 1160) activation: 0.056281
Idx: 783, i.e. (12, 15): Cell position: (304, 1059) activation: 0.056253
Idx: 755, i.e. (11, 51): Cell position: (272, 1209) activation: 0.056252
Idx: 909, i.e. (14, 13): Cell position: (5, 1219) activation: 0.056337
Idx: 910, i.e. (14, 14): Cell position: (133, 1184) activation: 0.056257
Idx: 918, i.e. (14, 22): Cell position: (74, 1260) activation: 0.056317
Idx: 942, i.e. (14, 46): Cell position: (59, 1014) activation: 0.056265
Idx: 943, i.e. (14, 47): Cell position: (273, 1098) activation: 0.056253
Idx: 957, i.e. (14, 61): Cell position: (82, 1204) activation: 0.056262
Idx: 800, i.e. (12, 32): Cell position: (314, 1161) activation: 0.056261
Idx: 783, i.e. (12, 15): Cell position: (304, 1060) activation: 0.056249
Idx: 755, i.e. (11, 51): Cell position: (272, 1210) activation: 0.056252
Idx: 909, i.e. (14, 13): Cell position: (5, 1220) activation: 0.056337
Idx: 910, i.e. (14, 14): Cell position: (133, 1185) activation: 0.056257
Idx: 918, i.e. (14, 22): Cell position: (74, 1261) activation: 0.056310
Idx: 942, i.e. (14, 46): Cell position: (24, 1015) activation: 0.056269
Idx: 943, i.e. (14, 47): Cell position: (273, 1099) activation: 0.056253
Idx: 957, i.e. (14, 61): Cell position: (82, 1205) activation: 0.056262
Idx: 800, i.e. (12, 32): Cell position: (19, 1161) activation: 0.056274
Idx: 755, i.e. (11, 51): Cell position: (272, 1211) activation: 0.056244
Idx: 783, i.e. (12, 15): Cell position: (304, 1061) activation: 0.056253
Idx: 909, i.e. (14, 13): Cell position: (5, 1221) activation: 0.056329
Idx: 910, i.e. (14, 14): Cell position: (133, 1186) activation: 0.056250
Idx: 918, i.e. (14, 22): Cell position: (74, 1262) activation: 0.056317
Idx: 942, i.e. (14, 46): Cell position: (59, 1015) activation: 0.056261
Idx: 943, i.e. (14, 47): Cell position: (273, 1100) activation: 0.056249
Idx: 957, i.e. (14, 61): Cell position: (82, 1206) activation: 0.056254
Idx: 755, i.e. (11, 51): Cell position: (272, 1212) activation: 0.056252
Idx: 800, i.e. (12, 32): Cell position: (19, 1162) activation: 0.056281
Idx: 783, i.e. (12, 15): Cell position: (304, 1062) activation: 0.056249
Idx: 909, i.e. (14, 13): Cell position: (5, 1222) activation: 0.056337
Idx: 910, i.e. (14, 14): Cell position: (133, 1187) activation: 0.056257
Idx: 918, i.e. (14, 22): Cell position: (74, 1263) activation: 0.056317
Idx: 942, i.e. (14, 46): Cell position: (24, 1016) activation: 0.056272
Idx: 943, i.e. (14, 47): Cell position: (273, 1101) activation: 0.056253
Idx: 957, i.e. (14, 61): Cell position: (82, 1207) activation: 0.056262
Idx: 755, i.e. (11, 51): Cell position: (272, 1213) activation: 0.056252
Idx: 800, i.e. (12, 32): Cell position: (314, 1162) activation: 0.022590
Idx: 783, i.e. (12, 15): Cell position: (304, 1063) activation: 0.056253
Idx: 909, i.e. (14, 13): Cell position: (5, 1223) activation: 0.056337
Idx: 910, i.e. (14, 14): Cell position: (133, 1188) activation: 0.056257
Idx: 942, i.e. (14, 46): Cell position: (59, 1016) activation: 0.056265
Idx: 943, i.e. (14, 47): Cell position: (273, 1102) activation: 0.056249
Idx: 957, i.e. (14, 61): Cell position: (82, 1208) activation: 0.056262
Idx: 755, i.e. (11, 51): Cell position: (272, 1214) activation: 0.056252
Idx: 800, i.e. (12, 32): Cell position: (19, 1163) activation: 0.056281
Idx: 783, i.e. (12, 15): Cell position: (304, 1064) activation: 0.056253
Idx: 909, i.e. (14, 13): Cell position: (5, 1224) activation: 0.056337
Idx: 910, i.e. (14, 14): Cell position: (133, 1189) activation: 0.056257
Idx: 942, i.e. (14, 46): Cell position: (59, 1017) activation: 0.056261
Idx: 943, i.e. (14, 47): Cell position: (273, 1103) activation: 0.027080
Idx: 957, i.e. (14, 61): Cell position: (82, 1209) activation: 0.056262
Idx: 755, i.e. (11, 51): Cell position: (272, 1215) activation: 0.056252
Idx: 800, i.e. (12, 32): Cell position: (19, 1164) activation: 0.056281
Idx: 783, i.e. (12, 15): Cell position: (304, 1065) activation: 0.056249
Idx: 909, i.e. (14, 13): Cell position: (5, 1225) activation: 0.056337
Idx: 910, i.e. (14, 14): Cell position: (133, 1190) activation: 0.056257
Idx: 942, i.e. (14, 46): Cell position: (24, 1017) activation: 0.056269
Idx: 943, i.e. (14, 47): Cell position: (141, 1255) activation: 0.056254
Idx: 957, i.e. (14, 61): Cell position: (81, 1210) activation: 0.021301
Idx: 755, i.e. (11, 51): Cell position: (272, 1216) activation: 0.056244
Idx: 800, i.e. (12, 32): Cell position: (19, 1165) activation: 0.056281
Idx: 783, i.e. (12, 15): Cell position: (304, 1066) activation: 0.056253
Idx: 909, i.e. (14, 13): Cell position: (5, 1226) activation: 0.051951
Idx: 910, i.e. (14, 14): Cell position: (133, 1191) activation: 0.056250
Idx: 942, i.e. (14, 46): Cell position: (59, 1018) activation: 0.056265
Idx: 943, i.e. (14, 47): Cell position: (141, 1256) activation: 0.056247
Idx: 957, i.e. (14, 61): Cell position: (82, 1210) activation: 0.034961
Idx: 755, i.e. (11, 51): Cell position: (272, 1217) activation: 0.056252
Idx: 800, i.e. (12, 32): Cell position: (19, 1166) activation: 0.056274
Idx: 783, i.e. (12, 15): Cell position: (304, 1067) activation: 0.056249
Idx: 755, i.e. (11, 51): Cell position: (272, 1218) activation: 0.056252
Idx: 910, i.e. (14, 14): Cell position: (133, 1192) activation: 0.056257
Idx: 942, i.e. (14, 46): Cell position: (24, 1018) activation: 0.040880
Idx: 943, i.e. (14, 47): Cell position: (140, 1257) activation: 0.051920
Idx: 957, i.e. (14, 61): Cell position: (81, 1211) activation: 0.024844
Idx: 800, i.e. (12, 32): Cell position: (19, 1167) activation: 0.056281
Idx: 783, i.e. (12, 15): Cell position: (304, 1068) activation: 0.056253
Idx: 755, i.e. (11, 51): Cell position: (272, 1219) activation: 0.056252
Idx: 910, i.e. (14, 14): Cell position: (133, 1193) activation: 0.056257
Idx: 942, i.e. (14, 46): Cell position: (59, 1019) activation: 0.056265
Idx: 943, i.e. (14, 47): Cell position: (140, 1258) activation: 0.056254
Idx: 957, i.e. (14, 61): Cell position: (18, 1222) activation: 0.010249
Idx: 800, i.e. (12, 32): Cell position: (19, 1168) activation: 0.056281
Idx: 783, i.e. (12, 15): Cell position: (304, 1069) activation: 0.056253
Idx: 755, i.e. (11, 51): Cell position: (272, 1220) activation: 0.056252
Idx: 910, i.e. (14, 14): Cell position: (133, 1194) activation: 0.056257
Idx: 942, i.e. (14, 46): Cell position: (59, 1020) activation: 0.056261
Idx: 943, i.e. (14, 47): Cell position: (140, 1259) activation: 0.056254
Idx: 957, i.e. (14, 61): Cell position: (18, 1223) activation: 0.056265
Idx: 800, i.e. (12, 32): Cell position: (19, 1169) activation: 0.056281
Idx: 783, i.e. (12, 15): Cell position: (304, 1070) activation: 0.056249
Idx: 755, i.e. (11, 51): Cell position: (272, 1221) activation: 0.056244
Idx: 910, i.e. (14, 14): Cell position: (133, 1195) activation: 0.056257
Idx: 942, i.e. (14, 46): Cell position: (59, 1021) activation: 0.056265
Idx: 943, i.e. (14, 47): Cell position: (140, 1260) activation: 0.056254
Idx: 957, i.e. (14, 61): Cell position: (18, 1224) activation: 0.056265
Idx: 800, i.e. (12, 32): Cell position: (19, 1170) activation: 0.056281
Idx: 783, i.e. (12, 15): Cell position: (304, 1071) activation: 0.056253
Idx: 755, i.e. (11, 51): Cell position: (272, 1222) activation: 0.056252
Idx: 910, i.e. (14, 14): Cell position: (133, 1196) activation: 0.056250
Idx: 942, i.e. (14, 46): Cell position: (59, 1022) activation: 0.056261
Idx: 943, i.e. (14, 47): Cell position: (140, 1261) activation: 0.056247
Idx: 957, i.e. (14, 61): Cell position: (18, 1225) activation: 0.056265
Idx: 800, i.e. (12, 32): Cell position: (326, 1231) activation: 0.028302
Idx: 783, i.e. (12, 15): Cell position: (304, 1072) activation: 0.056249
